code,time_sch,dest,time_act,commercial,orig,pass_load
UO 630,2023-12-21 10:20:00,Seoul/ICN,2023-12-21 10:44:00,1,HKG,182
CX 584,2023-12-21 10:25:00,Sapporo,2023-12-21 11:06:00,1,HKG,128
CX 723,2023-12-21 10:25:00,Kuala Lumpur,2023-12-21 10:44:00,1,HKG,285
MU 9623,2023-12-21 10:25:00,HKG,2023-12-21 09:53:00,1,Kunming,286
CX 356,2023-12-21 10:25:00,Nanjing,2023-12-21 11:03:00,1,HKG,319
CX 494,2023-12-21 10:25:00,Taipei,2023-12-21 10:34:00,1,HKG,153
FD 516,2023-12-21 10:30:00,Chiang Mai,2023-12-21 10:36:00,1,HKG,290
MU 765,2023-12-21 10:30:00,HKG,2023-12-21 10:40:00,1,Nanjing,307
CX 520,2023-12-21 10:30:00,Tokyo/NRT,2023-12-21 11:05:00,1,HKG,222
AK 2281,2023-12-21 10:30:00,HKG,2023-12-21 10:18:00,1,Penang,343
CX 912,2023-12-21 10:30:00,HKG,2023-12-21 10:10:00,1,Manila,346
HX 129,2023-12-21 10:35:00,HKG,2023-12-21 10:59:00,1,Hangzhou,391
MF 8715,2023-12-21 10:35:00,HKG,2023-12-21 10:33:00,1,Quanzhou,308
HO 1649,2023-12-21 10:40:00,HKG,2023-12-21 10:44:00,1,Nanjing,281
FD 509,2023-12-21 10:45:00,Bangkok/DMK,2023-12-21 10:47:00,1,HKG,270
CX 424,2023-12-21 10:45:00,Kaohsiung,2023-12-21 10:54:00,1,HKG,217
CX 738,2023-12-21 10:45:00,HKG,2023-12-21 10:38:00,1,Dubai,311
CX 506,2023-12-21 10:45:00,Osaka/Kansai,2023-12-21 11:11:00,1,HKG,421
HX 221,2023-12-21 10:50:00,HKG,2023-12-21 10:52:00,1,Nanjing,224
UO 870,2023-12-21 10:50:00,Tokyo/NRT,2023-12-21 10:52:00,1,HKG,328
UO 625,2023-12-21 10:50:00,HKG,2023-12-21 11:21:00,1,Tokyo/HND,331
MU 721,2023-12-21 10:50:00,HKG,2023-12-21 10:53:00,1,Shanghai/SHA,264
EY 925,2023-12-21 10:50:00,HKG,2023-12-21 10:23:00,0,Abu Dhabi,283
Z2 1264,2023-12-21 10:55:00,HKG,2023-12-21 16:27:00,1,Manila,300
CV 7624,2023-12-21 10:55:00,"Ashgabat
Luxembourg",2023-12-21 12:07:00,0,HKG,235
5J 111,2023-12-21 11:00:00,Manila,2023-12-21 11:19:00,1,HKG,301
UA 862,2023-12-21 11:00:00,San Francisco,2023-12-21 10:56:00,1,HKG,389
UO 172,2023-12-21 11:00:00,Taichung,2023-12-21 11:01:00,1,HKG,274
UO 668,2023-12-21 11:00:00,Fukuoka,2023-12-21 12:28:00,1,HKG,224
CX 163,2023-12-21 11:00:00,Melbourne,2023-12-21 11:12:00,1,HKG,337
CX 917,2023-12-21 11:00:00,HKG,2023-12-21 10:34:00,1,Chengdu Tianfu,252
CZ 3075,2023-12-21 11:05:00,HKG,2023-12-21 10:53:00,1,Wuhan,353
CI 904,2023-12-21 11:05:00,Taipei,2023-12-21 12:08:00,1,HKG,283
3S 538,2023-12-21 11:05:00,Cincinnati,2023-12-21 11:23:00,0,HKG,364
HX 208,2023-12-21 11:10:00,Nanjing,2023-12-21 11:28:00,1,HKG,292
5X 003,2023-12-21 11:10:00,"Dubai
Cologne
Philadelphia",2023-12-21 11:05:00,0,HKG,241
CX 588,2023-12-21 11:10:00,Fukuoka,2023-12-21 13:27:00,1,HKG,288
TR 979,2023-12-21 11:10:00,Singapore,2023-12-21 11:37:00,1,HKG,261
EK 9883,2023-12-21 11:10:00,Dubai/DWC,2023-12-21 11:42:00,0,HKG,292
CX 051,2023-12-21 11:10:00,HKG,2023-12-21 11:00:00,0,"Shanghai/PVG
Zhengzhou",313
CX 345,2023-12-21 11:15:00,HKG,2023-12-21 11:43:00,1,Beijing/PEK,237
AK 2280,2023-12-21 11:15:00,Penang,2023-12-21 11:15:00,1,HKG,219
BR 852,2023-12-21 11:15:00,Taipei,2023-12-21 11:40:00,1,HKG,307
AK 138,2023-12-21 11:15:00,HKG,2023-12-21 11:13:00,1,Kuala Lumpur,302
MF 381,2023-12-21 11:20:00,HKG,2023-12-21 11:05:00,1,Xiamen,339
KE 171,2023-12-21 11:20:00,HKG,2023-12-21 11:49:00,1,Seoul/ICN,377
CX 3255,2023-12-21 11:20:00,HKG,2023-12-21 11:43:00,0,Shanghai/PVG,245
MF 8655,2023-12-21 11:20:00,HKG,2023-12-21 11:30:00,1,Hangzhou,299
SQ 874,2023-12-21 11:20:00,HKG,2023-12-21 11:28:00,1,Singapore,249
MU 2685,2023-12-21 11:20:00,HKG,2023-12-21 11:13:00,1,Wuxi,342
MU 9624,2023-12-21 11:25:00,Kunming,2023-12-21 11:28:00,1,HKG,283
5Y 8030,2023-12-21 11:25:00,"Anchorage
Miami",2023-12-23 00:51:00,0,HKG,332
TW 115,2023-12-21 11:25:00,HKG,2023-12-21 12:46:00,1,Seoul/ICN,274
CX 361,2023-12-21 11:25:00,HKG,2023-12-21 11:40:00,1,Shanghai/PVG,397
CX 983,2023-12-21 11:25:00,HKG,2023-12-21 11:57:00,1,Guangzhou,316
OM 297,2023-12-21 11:25:00,HKG,2023-12-21 11:16:00,1,Ulaan Baatar,369
UO 227,2023-12-21 11:30:00,HKG,2023-12-21 11:22:00,1,Ningbo,263
PR 301,2023-12-21 11:30:00,Manila,2023-12-21 11:29:00,1,HKG,303
HX 592,2023-12-21 11:30:00,Hakodate,2023-12-21 11:36:00,1,HKG,246
MU 501,2023-12-21 11:30:00,HKG,2023-12-21 11:26:00,1,Shanghai/PVG,297
HX 658,2023-12-21 11:30:00,Okinawa,2023-12-21 11:36:00,1,HKG,384
MU 766,2023-12-21 11:35:00,Nanjing,2023-12-21 11:49:00,1,HKG,295
HX 618,2023-12-21 11:35:00,Osaka/Kansai,2023-12-21 11:49:00,1,HKG,304
MF 8716,2023-12-21 11:35:00,Quanzhou,2023-12-21 11:36:00,1,HKG,218
UO 106,2023-12-21 11:35:00,Taipei,2023-12-21 11:49:00,1,HKG,279
UO 131,2023-12-21 11:35:00,HKG,2023-12-21 11:28:00,1,Kaohsiung,266
HO 1650,2023-12-21 11:40:00,Nanjing,2023-12-21 12:01:00,1,HKG,387
HX 686,2023-12-21 11:40:00,Kumamoto,2023-12-21 11:53:00,1,HKG,274
CX 739,2023-12-21 11:40:00,Singapore,2023-12-21 12:04:00,1,HKG,330
CA 101,2023-12-21 11:45:00,HKG,2023-12-21 11:34:00,1,Beijing/PEK,280
3U 3957,2023-12-21 11:45:00,HKG,2023-12-21 11:07:00,1,Chengdu Tianfu,267
TG 600,2023-12-21 11:45:00,HKG,2023-12-21 11:53:00,1,Bangkok,399
Z2 1265,2023-12-21 11:45:00,Manila,2023-12-21 17:26:00,1,HKG,301
EK 9343,2023-12-21 11:45:00,Dubai/DWC,2023-12-21 11:51:00,0,HKG,207
UO 898,2023-12-21 11:50:00,Osaka/Kansai,2023-12-21 11:56:00,1,HKG,276
MM 063,2023-12-21 11:50:00,HKG,2023-12-21 12:00:00,1,Osaka/Kansai,387
OZ 721,2023-12-21 11:50:00,HKG,2023-12-21 12:21:00,1,Seoul/ICN,338
HX 603,2023-12-21 11:55:00,HKG,2023-12-21 12:11:00,1,Osaka/Kansai,325
CX 036,2023-12-21 11:55:00,Osaka/Kansai,2023-12-21 13:14:00,0,HKG,222
MU 722,2023-12-21 11:55:00,Shanghai/SHA,2023-12-21 12:15:00,1,HKG,317
ZH 9085,2023-12-21 12:00:00,HKG,2023-12-21 11:41:00,1,Nantong,302
CZ 5071,2023-12-21 12:00:00,Zhangjiajie,2023-12-21 11:54:00,1,HKG,264
CX 332,2023-12-21 12:00:00,Beijing/PEK,2023-12-21 12:03:00,1,HKG,408
CX 653,2023-12-21 12:00:00,Bangkok,2023-12-21 13:03:00,1,HKG,306
AK 139,2023-12-21 12:00:00,Kuala Lumpur,2023-12-21 12:00:00,1,HKG,341
MU 5015,2023-12-21 12:05:00,HKG,2023-12-21 12:00:00,1,Beijing/PKX,368
SQ 7952,2023-12-21 12:10:00,"Anchorage
Dallas FT.Worth",2023-12-21 13:17:00,0,HKG,312
BR 867,2023-12-21 12:10:00,HKG,2023-12-21 13:12:00,1,Taipei,236
CX 619,2023-12-21 12:10:00,Singapore,2023-12-21 12:23:00,1,HKG,186
CX 700,2023-12-21 12:10:00,HKG,2023-12-21 12:11:00,1,Bangkok,307
CX 952,2023-12-21 12:15:00,Zhengzhou,2023-12-21 12:21:00,1,HKG,256
CA 103,2023-12-21 12:15:00,HKG,2023-12-21 12:09:00,1,Tianjin,402
CX 730,2023-12-21 12:15:00,HKG,2023-12-21 12:24:00,1,Kuala Lumpur,354
AK 237,2023-12-21 12:15:00,HKG,2023-12-21 12:12:00,1,Kota Kinabalu,308
UO 112,2023-12-21 12:15:00,Taipei,2023-12-21 12:37:00,1,HKG,355
CX 960,2023-12-21 12:15:00,Hangzhou,2023-12-21 13:04:00,1,HKG,267
MF 382,2023-12-21 12:20:00,Xiamen,2023-12-21 12:35:00,1,HKG,294
MU 2686,2023-12-21 12:20:00,Wuxi,2023-12-21 12:26:00,1,HKG,316
RH 963,2023-12-21 12:20:00,HKG,2023-12-21 13:39:00,0,Osaka/Kansai,205
9C 8715,2023-12-21 12:20:00,HKG,2023-12-21 12:16:00,1,Shanghai/PVG,160
MF 8656,2023-12-21 12:20:00,Hangzhou,2023-12-21 12:41:00,1,HKG,267
OM 298,2023-12-21 12:25:00,Ulaan Baatar,2023-12-21 12:27:00,1,HKG,334
TW 116,2023-12-21 12:25:00,Seoul/ICN,2023-12-21 13:47:00,1,HKG,239
MU 5017,2023-12-21 12:25:00,HKG,2023-12-21 12:14:00,1,Shanghai/SHA,307
PR 318,2023-12-21 12:25:00,HKG,2023-12-21 12:22:00,1,Manila,334
SQ 875,2023-12-21 12:30:00,Singapore,2023-12-21 12:30:00,1,HKG,292
CX 157,2023-12-21 12:30:00,Brisbane,2023-12-21 12:42:00,1,HKG,289
7L 922,2023-12-21 12:30:00,HKG,2023-12-22 00:26:00,0,"Baku
Karaganda",407
CX 365,2023-12-21 12:30:00,HKG,2023-12-21 12:43:00,1,Shanghai/PVG,252
MU 502,2023-12-21 12:30:00,Shanghai/PVG,2023-12-21 12:40:00,1,HKG,314
CX 806,2023-12-21 12:35:00,Chicago,2023-12-21 12:53:00,1,HKG,317
UO 551,2023-12-21 12:35:00,HKG,2023-12-21 12:41:00,1,Hanoi,281
MU 701,2023-12-21 12:40:00,HKG,2023-12-21 12:30:00,1,Shanghai/PVG,337
CZ 309,2023-12-21 12:40:00,HKG,2023-12-21 12:41:00,1,Beijing/PKX,342
3U 3958,2023-12-21 12:45:00,Chengdu Tianfu,2023-12-21 12:39:00,1,HKG,228
HX 775,2023-12-21 12:45:00,Bangkok,2023-12-21 12:49:00,1,HKG,256
TG 601,2023-12-21 12:45:00,Bangkok,2023-12-21 13:39:00,1,HKG,246
CX 725,2023-12-21 12:45:00,Kuala Lumpur,2023-12-21 13:14:00,1,HKG,310
UO 132,2023-12-21 12:45:00,Kaohsiung,2023-12-21 12:44:00,1,HKG,317
CI 909,2023-12-21 12:50:00,HKG,2023-12-21 13:08:00,1,Taipei,321
KE 172,2023-12-21 12:50:00,Seoul/ICN,2023-12-21 13:19:00,1,HKG,314
CX 710,2023-12-21 12:50:00,HKG,2023-12-21 12:38:00,1,Singapore,364
EY 926,2023-12-21 12:50:00,Abu Dhabi,2023-12-21 12:55:00,0,HKG,351
SC 1151,2023-12-21 12:50:00,HKG,2023-12-21 12:33:00,1,Jinan,354
MM 064,2023-12-21 12:50:00,Osaka/Kansai,2023-12-21 13:14:00,1,HKG,329
CX 489,2023-12-21 12:50:00,HKG,2023-12-21 12:55:00,1,Taipei,234
HX 706,2023-12-21 12:55:00,HKG,2023-12-21 13:02:00,1,Denpasar,272
NH 859,2023-12-21 12:55:00,HKG,2023-12-21 13:14:00,1,Tokyo/HND,208
CX 431,2023-12-21 12:55:00,HKG,2023-12-21 12:51:00,1,Kaohsiung,321
MH 072,2023-12-21 12:55:00,HKG,2023-12-21 12:54:00,1,Kuala Lumpur,453
7C 2101,2023-12-21 12:55:00,HKG,2023-12-21 13:21:00,1,Seoul/ICN,228
UO 638,2023-12-21 12:55:00,Fukuoka,2023-12-21 13:03:00,1,HKG,271
ZH 9086,2023-12-21 13:00:00,Nantong,2023-12-21 13:05:00,1,HKG,240
CA 102,2023-12-21 13:00:00,Beijing/PEK,2023-12-21 12:57:00,1,HKG,276
UO 553,2023-12-21 13:00:00,HKG,2023-12-21 13:09:00,1,Da Nang,370
HX 246,2023-12-21 13:00:00,Shanghai/PVG,2023-12-21 13:04:00,1,HKG,375
CX 400,2023-12-21 13:00:00,Taipei,2023-12-21 14:11:00,1,HKG,363
CX 567,2023-12-21 13:00:00,HKG,2023-12-21 13:12:00,1,Osaka/Kansai,292
UO 646,2023-12-21 13:00:00,Tokyo/NRT,2023-12-21 12:55:00,1,HKG,250
D4 701,2023-12-21 13:05:00,Karaganda,2023-12-21 12:53:00,0,HKG,345
AK 236,2023-12-21 13:05:00,Kota Kinabalu,2023-12-21 13:12:00,1,HKG,299
ET 3446,2023-12-21 13:05:00,HKG,2023-12-22 03:02:00,0,Addis Ababa,283
CA 111,2023-12-21 13:05:00,HKG,2023-12-21 13:04:00,1,Beijing/PEK,389
RH 332,2023-12-21 13:05:00,HKG,2023-12-21 18:11:00,0,Bangkok,332
6E 1707,2023-12-21 13:10:00,HKG,2023-12-21 12:37:00,1,Delhi,260
CX 417,2023-12-21 13:15:00,HKG,2023-12-21 14:56:00,1,Seoul/ICN,264
OZ 722,2023-12-21 13:15:00,Seoul/ICN,2023-12-21 13:43:00,1,HKG,280
MU 5018,2023-12-21 13:15:00,Shanghai/SHA,2023-12-21 13:29:00,1,HKG,375
GA 860,2023-12-21 13:15:00,HKG,2023-12-21 13:45:00,1,Jakarta,302
ET 3673,2023-12-21 13:15:00,HKG,2023-12-21 20:38:00,0,Seoul/ICN,337
9C 8716,2023-12-21 13:20:00,Shanghai/PVG,2023-12-21 13:22:00,1,HKG,383
CX 238,2023-12-21 13:20:00,HKG,2023-12-21 13:34:00,1,London/LHR,272
PR 319,2023-12-21 13:25:00,Manila,2023-12-21 13:36:00,1,HKG,225
CX 503,2023-12-21 13:25:00,HKG,2023-12-21 13:56:00,1,Osaka/Kansai,254
CX 509,2023-12-21 13:25:00,HKG,2023-12-21 13:48:00,1,Tokyo/NRT,220
CX 906,2023-12-21 13:30:00,HKG,2023-12-21 12:54:00,1,Manila,269
VN 592,2023-12-21 13:30:00,HKG,2023-12-21 13:38:00,1,Hanoi,380
CX 253,2023-12-21 13:30:00,London/LHR,2023-12-21 13:50:00,1,HKG,351
HX 607,2023-12-21 13:30:00,HKG,2023-12-21 13:56:00,1,Tokyo/NRT,324
MU 5016,2023-12-21 13:35:00,Beijing/PKX,2023-12-21 13:38:00,1,HKG,223
CX 360,2023-12-21 13:35:00,Shanghai/PVG,2023-12-21 13:47:00,1,HKG,249
BR 868,2023-12-21 13:35:00,Taipei,2023-12-21 14:30:00,1,HKG,342
EK 9832,2023-12-21 13:35:00,HKG,2023-12-21 13:50:00,0,Dubai/DWC,265
UO 700,2023-12-21 13:35:00,Bangkok,2023-12-21 13:56:00,1,HKG,260
BI 635,2023-12-21 13:35:00,HKG,2023-12-21 13:25:00,1,B S Begawan,245
FD 500,2023-12-21 13:40:00,HKG,2023-12-21 13:33:00,1,Bangkok/DMK,317
JL 029,2023-12-21 13:40:00,HKG,2023-12-21 14:08:00,1,Tokyo/HND,339
MU 702,2023-12-21 13:40:00,Shanghai/PVG,2023-12-21 13:41:00,1,HKG,299
CA 104,2023-12-21 13:45:00,Tianjin,2023-12-21 13:40:00,1,HKG,362
CZ 310,2023-12-21 13:45:00,Beijing/PKX,2023-12-21 13:58:00,1,HKG,315
MB 627,2023-12-21 13:45:00,"Hanoi
Istanbul",2023-12-21 13:53:00,0,HKG,243
HB 703,2023-12-21 13:45:00,HKG,2023-12-21 14:21:00,1,Taipei,233
CX 420,2023-12-21 13:50:00,Taipei,2023-12-21 13:51:00,1,HKG,278
HX 254,2023-12-21 13:50:00,Taipei,2023-12-21 14:48:00,1,HKG,235
CX 080,2023-12-21 13:50:00,"Anchorage
Chicago",2023-12-21 14:37:00,0,HKG,308
5X 067,2023-12-21 13:50:00,"Anchorage
Louisville",2023-12-21 13:44:00,0,HKG,382
7C 2102,2023-12-21 13:55:00,Seoul/ICN,2023-12-21 14:22:00,1,HKG,261
HX 253,2023-12-21 13:55:00,HKG,2023-12-21 14:40:00,1,Taipei,282
CX 977,2023-12-21 13:55:00,HKG,2023-12-21 14:19:00,1,Xiamen,300
UO 821,2023-12-21 13:55:00,HKG,2023-12-21 14:14:00,1,Okinawa,235
HX 681,2023-12-21 13:55:00,HKG,2023-12-21 13:59:00,1,Okinawa,360
SQ 892,2023-12-21 13:55:00,HKG,2023-12-21 13:34:00,1,Singapore,356
CX 392,2023-12-21 14:00:00,Beijing/PEK,2023-12-21 14:02:00,1,HKG,324
UO 650,2023-12-21 14:00:00,Tokyo/NRT,2023-12-21 14:02:00,1,HKG,183
CX 418,2023-12-21 14:05:00,Seoul/ICN,2023-12-21 14:18:00,1,HKG,359
KE 173,2023-12-21 14:05:00,HKG,2023-12-21 14:22:00,1,Seoul/ICN,322
UO 193,2023-12-21 14:05:00,HKG,2023-12-21 14:08:00,1,Taichung,184
K4 292,2023-12-21 14:05:00,HKG,2023-12-21 16:09:00,0,"Cincinnati
Tokyo/NRT",312
CI 910,2023-12-21 14:05:00,Taipei,2023-12-21 14:11:00,1,HKG,285
SC 1152,2023-12-21 14:10:00,Jinan,2023-12-21 14:02:00,1,HKG,264
BR 869,2023-12-21 14:10:00,HKG,2023-12-21 14:40:00,1,Taipei,278
CX 658,2023-12-21 14:10:00,HKG,2023-12-21 14:14:00,1,Singapore,300
SV 982,2023-12-21 14:10:00,HKG,2023-12-21 14:03:00,0,Riyadh,367
CX 735,2023-12-21 14:10:00,Singapore,2023-12-21 14:22:00,1,HKG,288
OD 605,2023-12-21 14:10:00,HKG,2023-12-21 14:15:00,1,Kuala Lumpur,233
GA 863,2023-12-21 14:15:00,Jakarta,2023-12-21 14:47:00,1,HKG,478
D7 692,2023-12-21 14:15:00,HKG,2023-12-21 15:41:00,1,Kuala Lumpur,296
FX 014,2023-12-21 14:15:00,HKG,2023-12-21 14:33:00,0,Osaka/Kansai,211
VN 594,2023-12-21 14:15:00,HKG,2023-12-21 14:11:00,1,Ho Chi Minh,310
CX 841,2023-12-21 14:15:00,HKG,2023-12-21 14:10:00,1,New York/JFK,241
CX 945,2023-12-21 14:15:00,HKG,2023-12-21 13:50:00,1,Chongqing,403
CX 780,2023-12-21 14:20:00,HKG,2023-12-21 13:59:00,1,Surabaya,213
NH 860,2023-12-21 14:20:00,Tokyo/HND,2023-12-21 14:35:00,1,HKG,320
CX 937,2023-12-21 14:20:00,HKG,2023-12-21 14:02:00,1,Wuhan,332
CX 543,2023-12-21 14:20:00,HKG,2023-12-21 14:59:00,1,Tokyo/HND,327
CX 919,2023-12-21 14:20:00,Manila,2023-12-21 15:30:00,1,HKG,302
CA 419,2023-12-21 14:25:00,HKG,2023-12-21 13:29:00,1,Chongqing,367
MU 507,2023-12-21 14:25:00,HKG,2023-12-21 14:40:00,1,Shanghai/PVG,386
CX 779,2023-12-21 14:25:00,Surabaya,2023-12-21 14:37:00,1,HKG,306
ET 644,2023-12-21 14:25:00,HKG,2023-12-21 13:55:00,1,Addis Ababa,308
CX 363,2023-12-21 14:25:00,HKG,2023-12-21 14:54:00,1,Shanghai/PVG,217
CX 751,2023-12-21 14:30:00,Bangkok,2023-12-21 14:33:00,1,HKG,321
EK 9840,2023-12-21 14:30:00,HKG,2023-12-21 16:18:00,0,Dubai/DWC,357
QR 8420,2023-12-21 14:30:00,HKG,2023-12-21 14:33:00,0,"Doha
Bangkok",218
HX 238,2023-12-21 14:30:00,Shanghai/SHA,2023-12-21 14:33:00,1,HKG,275
CX 250,2023-12-21 14:30:00,HKG,2023-12-21 14:32:00,1,London/LHR,371
VN 593,2023-12-21 14:30:00,Hanoi,2023-12-21 14:45:00,1,HKG,374
7L 923,2023-12-21 14:30:00,Baku,2023-12-22 02:48:00,0,HKG,348
5X 062,2023-12-21 14:35:00,HKG,2023-12-21 16:08:00,0,"Louisville
Anchorage",274
CX 718,2023-12-21 14:35:00,HKG,2023-12-21 14:24:00,1,Jakarta,296
CA 112,2023-12-21 14:35:00,Beijing/PEK,2023-12-21 14:34:00,1,HKG,273
HX 453,2023-12-21 14:35:00,HKG,2023-12-21 14:58:00,1,Chengdu Tianfu,192
BA 031,2023-12-21 14:40:00,HKG,2023-12-21 14:33:00,1,London/LHR,312
UO 705,2023-12-21 14:40:00,HKG,2023-12-21 14:42:00,1,Bangkok,309
FD 501,2023-12-21 14:40:00,Bangkok/DMK,2023-12-21 14:32:00,1,HKG,310
EK 382,2023-12-21 14:45:00,HKG,2023-12-21 14:36:00,1,Dubai,283
5Y 8013,2023-12-21 14:50:00,HKG,2023-12-21 17:03:00,0,"Dallas FT.Worth
Anchorage",277
CX 084,2023-12-21 14:50:00,"Anchorage
New York/JFK",2023-12-21 18:14:00,0,HKG,257
FJ 391,2023-12-21 14:50:00,HKG,2023-12-21 15:09:00,1,Nadi,265
CX 005,2023-12-21 14:50:00,HKG,2023-12-21 18:22:00,0,"Tokyo/NRT
Taipei",267
UO 114,2023-12-21 14:50:00,Taipei,2023-12-21 15:01:00,1,HKG,237
MH 073,2023-12-21 14:50:00,Kuala Lumpur,2023-12-21 14:48:00,1,HKG,343
HX 610,2023-12-21 14:55:00,Tokyo/NRT,2023-12-21 15:41:00,1,HKG,274
UO 688,2023-12-21 14:55:00,Osaka/Kansai,2023-12-21 15:22:00,1,HKG,296
CX 134,2023-12-21 14:55:00,HKG,2023-12-21 15:05:00,1,Melbourne,230
HX 115,2023-12-21 14:55:00,HKG,2023-12-21 14:47:00,1,Hangzhou,348
BI 636,2023-12-21 14:55:00,B S Begawan,2023-12-21 14:49:00,1,HKG,371
MU 503,2023-12-21 14:55:00,HKG,2023-12-21 15:06:00,1,Shanghai/PVG,301
HB 283,2023-12-21 15:00:00,Bangkok,2023-12-21 15:14:00,1,HKG,281
CX 380,2023-12-21 15:00:00,Shanghai/PVG,2023-12-21 15:02:00,1,HKG,288
CX 423,2023-12-21 15:00:00,HKG,2023-12-21 14:45:00,1,Kaohsiung,274
K4 702,2023-12-21 15:00:00,HKG,2023-12-21 21:33:00,0,"New York/JFK
Anchorage",317
3S 524,2023-12-21 15:00:00,HKG,2023-12-21 14:58:00,0,"Leipzig
Milan/MXP",334
HC 411,2023-12-21 15:00:00,HKG,2023-12-21 15:19:00,0,London/LHR,269
CX 501,2023-12-21 15:00:00,HKG,2023-12-21 15:16:00,1,Tokyo/NRT,399
UO 173,2023-12-21 15:05:00,HKG,2023-12-21 14:55:00,1,Taichung,332
CX 110,2023-12-21 15:05:00,HKG,2023-12-21 15:56:00,1,Sydney,348
CX 635,2023-12-21 15:05:00,Singapore,2023-12-21 15:36:00,1,HKG,336
CX 171,2023-12-21 15:10:00,Perth,2023-12-21 15:55:00,1,HKG,286
5X 1938,2023-12-21 15:10:00,HKG,2023-12-21 16:00:00,0,"Ontario
Honolulu",292
CX 930,2023-12-21 15:10:00,HKG,2023-12-21 15:14:00,1,Manila,323
QR 818,2023-12-21 15:10:00,HKG,2023-12-21 15:09:00,1,Doha,249
OD 606,2023-12-21 15:10:00,Kuala Lumpur,2023-12-21 15:43:00,1,HKG,325
KE 8313,2023-12-21 15:15:00,HKG,2023-12-21 20:04:00,0,Seoul/ICN,298
CX 766,2023-12-21 15:20:00,HKG,2023-12-21 15:00:00,1,Ho Chi Minh,377
RH 9493,2023-12-21 15:20:00,"Almaty
Istanbul",2023-12-21 23:13:00,0,HKG,382
BR 870,2023-12-21 15:20:00,Taipei,2023-12-21 15:44:00,1,HKG,374
VN 595,2023-12-21 15:20:00,Ho Chi Minh,2023-12-21 15:23:00,1,HKG,280
CX 500,2023-12-21 15:25:00,Tokyo/NRT,2023-12-21 16:42:00,1,HKG,389
KE 174,2023-12-21 15:25:00,Seoul/ICN,2023-12-21 15:28:00,1,HKG,281
CA 420,2023-12-21 15:25:00,Chongqing,2023-12-21 15:26:00,1,HKG,304
CX 495,2023-12-21 15:25:00,HKG,2023-12-21 15:23:00,1,Taipei,366
MU 508,2023-12-21 15:25:00,Shanghai/PVG,2023-12-21 15:38:00,1,HKG,340
D7 693,2023-12-21 15:30:00,Kuala Lumpur,2023-12-21 17:01:00,1,HKG,350
CX 750,2023-12-21 15:30:00,HKG,2023-12-21 15:31:00,1,Bangkok,274
3S 590,2023-12-21 15:30:00,HKG,2023-12-21 15:27:00,0,"Leipzig
Tokyo/NRT",362
JL 026,2023-12-21 15:35:00,Tokyo/HND,2023-12-21 15:40:00,1,HKG,248
UO 619,2023-12-21 15:35:00,HKG,2023-12-21 15:37:00,1,Seoul/ICN,340
UO 566,2023-12-21 15:35:00,Nha Trang,2023-12-21 15:42:00,1,HKG,277
UO 725,2023-12-21 15:35:00,HKG,2023-12-21 15:51:00,1,Phuket,277
HX 237,2023-12-21 15:40:00,HKG,2023-12-21 18:26:00,1,Shanghai/PVG,268
VJ 986,2023-12-21 15:40:00,HKG,2023-12-21 16:58:00,1,Phu Quoc Island,301
CX 472,2023-12-21 15:45:00,Taipei,2023-12-21 15:51:00,1,HKG,298
SQ 893,2023-12-21 15:45:00,Singapore,2023-12-21 15:51:00,1,HKG,390
D0 002,2023-12-21 15:50:00,HKG,2023-12-21 16:28:00,0,"East Midlands
Nagoya",299
CA 427,2023-12-21 15:50:00,HKG,2023-12-21 15:39:00,1,Chengdu Tianfu,358
UO 601,2023-12-21 15:50:00,HKG,2023-12-21 17:09:00,1,Fukuoka,250
UO 824,2023-12-21 15:50:00,Okinawa,2023-12-21 15:55:00,1,HKG,286
CV 4793,2023-12-21 15:50:00,HKG,2023-12-21 15:42:00,0,"Luxembourg
Amman",361
MU 504,2023-12-21 15:55:00,Shanghai/PVG,2023-12-21 15:56:00,1,HKG,310
ET 644,2023-12-21 15:55:00,Manila,2023-12-21 15:31:00,1,HKG,227
ZH 9091,2023-12-21 15:55:00,HKG,2023-12-21 16:17:00,1,Quanzhou,233
PG 805,2023-12-21 15:55:00,HKG,2023-12-21 15:40:00,1,Samui,326
6E 1708,2023-12-21 15:55:00,Delhi,2023-12-21 15:54:00,1,HKG,227
UO 847,2023-12-21 15:55:00,HKG,2023-12-21 16:06:00,1,Kagoshima,262
EK 9833,2023-12-21 16:00:00,Dubai/DWC,2023-12-21 15:53:00,0,HKG,216
CX 657,2023-12-21 16:00:00,Singapore,2023-12-21 16:08:00,1,HKG,279
MU 733,2023-12-21 16:05:00,HKG,2023-12-21 15:51:00,1,Kunming,371
K4 293,2023-12-21 16:05:00,"Seoul/ICN
Nagoya
Cincinnati",2023-12-21 17:38:00,0,HKG,349
CX 701,2023-12-21 16:05:00,Bangkok,2023-12-21 17:32:00,1,HKG,313
HX 312,2023-12-21 16:05:00,Beijing/PEK,2023-12-21 16:03:00,1,HKG,290
NZ 081,2023-12-21 16:05:00,HKG,2023-12-21 16:24:00,1,Auckland,297
UO 107,2023-12-21 16:10:00,HKG,2023-12-21 16:11:00,1,Taipei,348
SV 983,2023-12-21 16:10:00,Riyadh,2023-12-21 16:12:00,0,HKG,255
CA 105,2023-12-21 16:10:00,HKG,2023-12-21 17:51:00,1,Dalian,405
BR 855,2023-12-21 16:15:00,HKG,2023-12-21 16:33:00,1,Taipei,346
