code,time_sch,dest,time_act,commercial,orig,pass_load
3S 590,2023-12-21 21:45:00,Cincinnati,2023-12-21 22:02:00,0,HKG,348
BR 810,2023-12-21 21:50:00,Taipei,2023-12-21 22:17:00,1,HKG,307
CX 724,2023-12-21 21:50:00,HKG,2023-12-21 22:20:00,1,Kuala Lumpur,306
EK 380,2023-12-21 21:50:00,HKG,2023-12-21 22:07:00,1,Dubai,324
TR 975,2023-12-21 21:55:00,Singapore,2023-12-21 22:06:00,1,HKG,315
CX 381,2023-12-21 21:55:00,HKG,2023-12-21 22:07:00,1,Shanghai/PVG,308
CX 375,2023-12-21 21:55:00,HKG,2023-12-21 22:16:00,1,Wenzhou,332
CX 583,2023-12-21 21:55:00,HKG,2023-12-21 22:47:00,1,Sapporo,342
5J 122,2023-12-21 22:00:00,HKG,2023-12-21 21:42:00,1,Clark,363
UO 825,2023-12-21 22:00:00,HKG,2023-12-21 22:17:00,1,Okinawa,296
HB 284,2023-12-21 22:00:00,HKG,2023-12-21 21:56:00,1,Bangkok,332
5J 115,2023-12-21 22:00:00,Manila,2023-12-21 22:59:00,1,HKG,274
CX 716,2023-12-21 22:05:00,HKG,2023-12-21 21:51:00,1,Singapore,361
CX 531,2023-12-21 22:05:00,HKG,2023-12-21 22:31:00,1,"Nagoya
Taipei",269
CX 939,2023-12-21 22:05:00,Manila,2023-12-21 22:44:00,1,HKG,389
CX 3262,2023-12-21 22:10:00,Chongqing,2023-12-22 00:39:00,0,HKG,268
FX 598A,2023-12-21 22:15:00,Memphis,2023-12-22 22:00:00,0,HKG,363
CX 902,2023-12-21 22:15:00,HKG,2023-12-21 22:12:00,1,Manila,249
CX 742,2023-12-21 22:15:00,HKG,2023-12-21 22:30:00,1,Hanoi,367
CX 979,2023-12-21 22:15:00,HKG,2023-12-21 22:42:00,1,Xiamen,316
FX 5391,2023-12-21 22:20:00,"Osaka/Kansai
Oakland",2023-12-21 22:28:00,0,HKG,360
UO 183,2023-12-21 22:20:00,HKG,2023-12-21 22:20:00,1,Taichung,305
CX 505,2023-12-21 22:20:00,HKG,2023-12-21 22:55:00,1,Tokyo/NRT,225
FD 503,2023-12-21 22:25:00,Bangkok/DMK,2023-12-21 22:10:00,1,HKG,371
CX 393,2023-12-21 22:25:00,HKG,2023-12-21 22:39:00,1,Beijing/PEK,328
ET 645,2023-12-21 22:25:00,HKG,2023-12-21 22:49:00,1,Manila,319
UA 878,2023-12-21 22:30:00,San Francisco,2023-12-21 22:31:00,1,HKG,263
CX 048,2023-12-21 22:35:00,HKG,2023-12-21 22:28:00,0,Hanoi,245
JL 735,2023-12-21 22:35:00,HKG,2023-12-21 22:53:00,1,Tokyo/NRT,255
CX 991,2023-12-21 22:35:00,HKG,2023-12-21 22:36:00,1,Fuzhou,235
UO 135,2023-12-21 22:35:00,HKG,2023-12-21 22:25:00,1,Kaohsiung,341
CX 419,2023-12-21 22:40:00,HKG,2023-12-21 23:06:00,1,Seoul/ICN,311
SQ 898,2023-12-21 22:45:00,HKG,2023-12-21 22:50:00,1,Singapore,325
PR 311,2023-12-21 22:45:00,Manila,2023-12-21 22:46:00,1,HKG,283
CX 3144,2023-12-21 22:45:00,HKG,2023-12-21 22:18:00,0,Delhi,301
LX 139,2023-12-21 22:50:00,Zurich,2023-12-21 22:55:00,1,HKG,259
OZ 745,2023-12-21 22:50:00,HKG,2023-12-21 23:58:00,1,Seoul/ICN,285
HX 283,2023-12-21 22:50:00,HKG,2023-12-21 23:13:00,1,Taipei,274
HX 593,2023-12-21 22:50:00,HKG,2023-12-21 23:23:00,1,Hakodate,394
HX 779,2023-12-21 22:55:00,Bangkok,2023-12-21 23:04:00,1,HKG,345
CX 251,2023-12-21 22:55:00,London/LHR,2023-12-21 23:13:00,1,HKG,275
CX 408,2023-12-21 22:55:00,Taipei,2023-12-21 23:20:00,1,HKG,249
CI 921,2023-12-21 23:00:00,HKG,2023-12-21 23:47:00,1,Taipei,336
CC 303P,2023-12-21 23:00:00,HKG,2023-12-22 16:00:00,0,Kuwait,258
CX 702,2023-12-21 23:00:00,HKG,2023-12-22 00:35:00,1,Bangkok,333
BA 032,2023-12-21 23:00:00,London/LHR,2023-12-21 22:57:00,1,HKG,321
AK 8901,2023-12-21 23:00:00,Penang,2023-12-22 03:35:00,0,HKG,322
5J 123,2023-12-21 23:00:00,Clark,2023-12-21 23:12:00,1,HKG,386
UO 117,2023-12-21 23:05:00,HKG,2023-12-22 00:23:00,1,Taipei,300
UO 573,2023-12-21 23:05:00,HKG,2023-12-21 23:21:00,1,Manila,347
TH 6821,2023-12-21 23:05:00,Kuala Lumpur,2023-12-21 23:13:00,0,HKG,315
KE 177,2023-12-21 23:10:00,HKG,2023-12-22 00:03:00,1,Seoul/ICN,364
CX 479,2023-12-21 23:10:00,HKG,2023-12-21 23:18:00,1,Taipei,309
UO 755,2023-12-21 23:10:00,HKG,2023-12-21 23:12:00,1,Chiang Mai,246
RH 4568,2023-12-21 23:15:00,Taipei,2023-12-22 13:45:00,0,HKG,223
CX 764,2023-12-21 23:15:00,HKG,2023-12-21 23:51:00,1,Ho Chi Minh,295
ES 729,2023-12-21 23:20:00,HKG,2023-12-21 23:25:00,0,Bahrain,310
CX 271,2023-12-21 23:20:00,Amsterdam,2023-12-21 23:34:00,1,HKG,304
HB 705,2023-12-21 23:20:00,HKG,2023-12-21 23:11:00,1,Taipei,370
HX 108,2023-12-21 23:20:00,HKG,2023-12-21 22:43:00,1,Haikou,276
CZ 5009,2023-12-21 23:20:00,HKG,2023-12-22 00:21:00,1,Beijing/PKX,266
UO 647,2023-12-21 23:25:00,HKG,2023-12-22 00:11:00,1,Tokyo/NRT,406
EK 9836,2023-12-21 23:30:00,HKG,2023-12-22 05:47:00,0,Dubai/DWC,282
TK 071,2023-12-21 23:30:00,Istanbul,2023-12-21 23:35:00,1,HKG,294
CX 255,2023-12-21 23:35:00,London/LHR,2023-12-21 23:44:00,1,HKG,241
CX 989,2023-12-21 23:35:00,HKG,2023-12-22 00:12:00,1,Guangzhou,367
RH 351,2023-12-21 23:35:00,Manila,2023-12-22 00:18:00,0,HKG,242
BA 028,2023-12-21 23:40:00,London/LHR,2023-12-21 23:41:00,1,HKG,300
SV 986,2023-12-21 23:40:00,HKG,2023-12-21 23:42:00,0,Riyadh,308
HX 170,2023-12-21 23:40:00,HKG,2023-12-21 23:32:00,1,Sanya,290
UO 703,2023-12-21 23:45:00,HKG,2023-12-21 23:37:00,1,Bangkok,352
LH 797,2023-12-21 23:45:00,Frankfurt,2023-12-21 23:56:00,1,HKG,304
HB 231,2023-12-21 23:50:00,Manila,2023-12-21 23:55:00,1,HKG,335
MH 078,2023-12-21 23:50:00,HKG,2023-12-22 00:07:00,1,Kuala Lumpur,371
HX 761,2023-12-21 23:50:00,Bangkok,2023-12-21 23:47:00,1,HKG,369
HX 766,2023-12-21 23:50:00,HKG,2023-12-21 23:50:00,1,Bangkok,353
CX 101,2023-12-21 23:55:00,Sydney,2023-12-22 00:02:00,1,HKG,359
UO 689,2023-12-21 23:55:00,HKG,2023-12-22 00:16:00,1,Osaka/Kansai,241
UO 624,2023-12-21 23:55:00,Tokyo/HND,2023-12-22 00:04:00,1,HKG,304
ET 645,2023-12-21 23:55:00,Addis Ababa,2023-12-22 00:09:00,1,HKG,279
CX 2080,2023-12-21 23:55:00,"Anchorage
Miami",2023-12-22 10:15:00,0,HKG,222
