code,time_sch,dest,time_act,commercial,orig,pass_load
CX 041,2023-12-20 16:00:00,Delhi,2023-12-20 16:04:00,0,HKG,321
HX 312,2023-12-20 16:05:00,Beijing/PEK,2023-12-20 16:07:00,1,HKG,276
MU 9615,2023-12-20 16:05:00,HKG,2023-12-20 16:10:00,1,"Hohhot
Kunming",252
NZ 081,2023-12-20 16:05:00,HKG,2023-12-20 16:08:00,1,Auckland,346
CX 701,2023-12-20 16:05:00,Bangkok,2023-12-20 16:14:00,1,HKG,306
5X 166,2023-12-20 16:10:00,"Singapore
Louisville",2023-12-20 17:05:00,0,HKG,276
HX 651,2023-12-20 16:10:00,HKG,2023-12-20 17:07:00,1,Yonago,217
CA 105,2023-12-20 16:10:00,HKG,2023-12-20 16:09:00,1,Dalian,383
UO 107,2023-12-20 16:10:00,HKG,2023-12-20 16:00:00,1,Taipei,364
CZ 3012,2023-12-20 16:15:00,Shenyang,2023-12-20 16:15:00,1,HKG,279
MH 6109,2023-12-20 16:15:00,Kuala Lumpur,2023-12-21 04:31:00,0,HKG,327
CX 903,2023-12-20 16:15:00,Manila,2023-12-20 16:22:00,1,HKG,335
BR 855,2023-12-20 16:15:00,HKG,2023-12-20 16:12:00,1,Taipei,319
5X 064,2023-12-20 16:15:00,HKG,2023-12-20 18:30:00,0,"Louisville
Anchorage
Seoul/ICN",238
MU 509,2023-12-20 16:20:00,HKG,2023-12-20 15:59:00,1,Shanghai/PVG,329
CX 349,2023-12-20 16:20:00,HKG,2023-12-20 16:43:00,1,Shanghai/SHA,320
GJ 8053,2023-12-20 16:20:00,HKG,2023-12-20 16:20:00,1,Hangzhou,342
CX 840,2023-12-20 16:20:00,New York/JFK,2023-12-20 17:01:00,1,HKG,338
CX 542,2023-12-20 16:25:00,Tokyo/HND,2023-12-20 16:27:00,1,HKG,221
CI 915,2023-12-20 16:25:00,HKG,2023-12-20 16:44:00,1,Taipei,266
HU 705,2023-12-20 16:25:00,HKG,2023-12-20 15:50:00,1,Haikou,239
UO 702,2023-12-20 16:25:00,Bangkok,2023-12-20 16:55:00,1,HKG,341
CX 729,2023-12-20 16:25:00,Kuala Lumpur,2023-12-20 16:40:00,1,HKG,244
MU 595,2023-12-20 16:30:00,HKG,2023-12-20 16:30:00,1,Hangzhou,258
UO 558,2023-12-20 16:30:00,Da Nang,2023-12-20 16:31:00,1,HKG,288
FX 014,2023-12-20 16:35:00,"Taipei
Anchorage
Memphis",2023-12-20 16:32:00,0,HKG,382
UO 626,2023-12-20 16:35:00,Seoul/ICN,2023-12-20 17:00:00,1,HKG,255
CX 502,2023-12-20 16:35:00,Osaka/Kansai,2023-12-20 16:48:00,1,HKG,253
QF 127,2023-12-20 16:35:00,HKG,2023-12-20 16:45:00,1,Sydney,269
CX 416,2023-12-20 16:40:00,Seoul/ICN,2023-12-20 17:00:00,1,HKG,315
FX 5391,2023-12-20 16:40:00,HKG,2023-12-20 17:07:00,0,Seoul/ICN,284
LH 796,2023-12-20 16:40:00,HKG,2023-12-20 17:18:00,1,Frankfurt,387
CA 109,2023-12-20 16:45:00,HKG,2023-12-20 16:27:00,1,Beijing/PEK,251
CX 367,2023-12-20 16:45:00,HKG,2023-12-20 17:22:00,1,Shanghai/PVG,278
CX 799,2023-12-20 16:45:00,Ho Chi Minh,2023-12-20 16:47:00,1,HKG,375
CX 458,2023-12-20 16:45:00,Kaohsiung,2023-12-20 16:46:00,1,HKG,355
UO 754,2023-12-20 16:50:00,Chiang Mai,2023-12-20 16:52:00,1,HKG,275
HX 641,2023-12-20 16:50:00,HKG,2023-12-20 16:52:00,1,Fukuoka,214
5Y 8643,2023-12-20 16:50:00,HKG,2023-12-23 15:25:00,0,"Amsterdam
Taipei
Hanoi",339
MM 065,2023-12-20 16:50:00,HKG,2023-12-20 17:07:00,1,Osaka/Kansai,308
CX 770,2023-12-20 16:50:00,HKG,2023-12-20 17:01:00,1,Phuket,338
9C 8921,2023-12-20 16:50:00,HKG,2023-12-20 16:47:00,1,Shanghai/PVG,325
ZH 9092,2023-12-20 16:55:00,Quanzhou,2023-12-20 17:16:00,1,HKG,244
X6 251,2023-12-20 16:55:00,HKG,2023-12-20 16:21:00,0,Tel Aviv,245
CX 634,2023-12-20 16:55:00,HKG,2023-12-20 17:13:00,1,Penang,296
HX 765,2023-12-20 16:55:00,Bangkok,2023-12-20 18:13:00,1,HKG,231
FJ 392,2023-12-20 16:55:00,Nadi,2023-12-20 16:58:00,1,HKG,276
MU 2089,2023-12-20 16:55:00,HKG,2023-12-20 17:25:00,1,Ningbo,276
3S 519,2023-12-20 17:00:00,Leipzig,2023-12-20 17:10:00,0,HKG,397
UO 113,2023-12-20 17:00:00,HKG,2023-12-20 17:13:00,1,Taipei,374
CX 614,2023-12-20 17:00:00,HKG,2023-12-20 16:56:00,1,Bangkok,303
CX 731,2023-12-20 17:00:00,Dubai,2023-12-20 17:29:00,1,HKG,419
PG 806,2023-12-20 17:05:00,Samui,2023-12-20 17:10:00,1,HKG,350
SQ 894,2023-12-20 17:05:00,HKG,2023-12-20 16:55:00,1,Singapore,282
MU 9616,2023-12-20 17:05:00,"Kunming
Hohhot",2023-12-20 17:10:00,1,HKG,287
CX 690,2023-12-20 17:05:00,HKG,2023-12-20 16:32:00,1,Singapore,303
CX 357,2023-12-20 17:05:00,HKG,2023-12-20 17:13:00,1,Nanjing,297
CX 513,2023-12-20 17:05:00,HKG,2023-12-20 17:37:00,1,Fukuoka,395
MU 2067,2023-12-20 17:10:00,HKG,2023-12-20 16:38:00,1,Hefei,248
HX 636,2023-12-20 17:10:00,Osaka/Kansai,2023-12-20 17:01:00,1,HKG,331
CA 106,2023-12-20 17:10:00,Dalian,2023-12-20 17:12:00,1,HKG,287
CX 162,2023-12-20 17:10:00,HKG,2023-12-20 22:14:00,1,Sydney,303
CX 987,2023-12-20 17:15:00,HKG,2023-12-20 17:07:00,1,Chengdu Tianfu,309
HB 761,2023-12-20 17:15:00,HKG,2023-12-20 17:47:00,1,Seoul/ICN,349
CX 743,2023-12-20 17:15:00,Hanoi,2023-12-20 17:18:00,1,HKG,214
GJ 8054,2023-12-20 17:20:00,Hangzhou,2023-12-20 17:26:00,1,HKG,244
HX 205,2023-12-20 17:20:00,HKG,2023-12-20 17:36:00,1,Nanjing,280
HB 341,2023-12-20 17:25:00,HKG,2023-12-20 18:02:00,1,Osaka/Kansai,354
CI 916,2023-12-20 17:25:00,Taipei,2023-12-20 17:55:00,1,HKG,230
UO 572,2023-12-20 17:25:00,Manila,2023-12-20 17:40:00,1,HKG,190
CA 428,2023-12-20 17:25:00,Chengdu Tianfu,2023-12-20 17:19:00,1,HKG,237
7L 647,2023-12-20 17:30:00,HKG,2023-12-20 21:08:00,0,Baku,274
MU 596,2023-12-20 17:30:00,Hangzhou,2023-12-20 17:34:00,1,HKG,280
5X 061,2023-12-20 17:30:00,"Taipei
Anchorage
Louisville",2023-12-20 17:24:00,0,HKG,225
CX 391,2023-12-20 17:30:00,HKG,2023-12-20 17:15:00,1,Beijing/PEK,306
CX 364,2023-12-20 17:30:00,Shanghai/PVG,2023-12-20 17:33:00,1,HKG,384
KE 9314,2023-12-20 17:30:00,Seoul/ICN,2023-12-20 21:10:00,0,HKG,234
HX 309,2023-12-20 17:30:00,HKG,2023-12-20 17:26:00,1,Beijing/PKX,302
AK 136,2023-12-20 17:30:00,HKG,2023-12-20 16:56:00,1,Kuala Lumpur,340
SQ 7988,2023-12-20 17:35:00,HKG,2023-12-20 17:28:00,0,Singapore,314
3U 3959,2023-12-20 17:35:00,HKG,2023-12-20 17:00:00,1,Chengdu Tianfu,327
BR 856,2023-12-20 17:35:00,Taipei,2023-12-20 17:48:00,1,HKG,368
HX 629,2023-12-20 17:35:00,HKG,2023-12-20 18:54:00,1,Seoul/ICN,256
CV 4162,2023-12-20 17:40:00,HKG,2023-12-20 17:35:00,0,Luxembourg,331
NZ 080,2023-12-20 17:40:00,Auckland,2023-12-20 17:41:00,1,HKG,334
CX 695,2023-12-20 17:40:00,Delhi,2023-12-20 17:54:00,1,HKG,311
PR 306,2023-12-20 17:40:00,HKG,2023-12-20 17:55:00,1,Manila,258
LX 138,2023-12-20 17:40:00,HKG,2023-12-20 17:39:00,1,Zurich,321
MU 510,2023-12-20 17:40:00,Shanghai/PVG,2023-12-20 17:38:00,1,HKG,311
EK 384,2023-12-20 17:40:00,HKG,2023-12-20 17:55:00,1,"Dubai
Bangkok",262
BA 027,2023-12-20 17:45:00,HKG,2023-12-20 17:26:00,1,London/LHR,348
HX 282,2023-12-20 17:45:00,Taipei,2023-12-20 17:53:00,1,HKG,283
FM 809,2023-12-20 17:45:00,HKG,2023-12-20 17:50:00,1,Shanghai/SHA,238
TG 638,2023-12-20 17:45:00,HKG,2023-12-20 18:34:00,1,Bangkok,319
CA 110,2023-12-20 17:50:00,Beijing/PEK,2023-12-20 17:55:00,1,HKG,287
UO 687,2023-12-20 17:50:00,HKG,2023-12-20 18:42:00,1,Osaka/Kansai,253
9C 8922,2023-12-20 17:50:00,Shanghai/PVG,2023-12-20 17:58:00,1,HKG,265
HX 657,2023-12-20 17:50:00,HKG,2023-12-20 18:07:00,1,Okinawa,362
UO 617,2023-12-20 17:50:00,HKG,2023-12-20 17:53:00,1,Kumamoto,258
F5 8828,2023-12-20 17:55:00,"Dubai/DWC
Maastricht",2023-12-20 18:41:00,0,HKG,205
UO 622,2023-12-20 17:55:00,Tokyo/HND,2023-12-20 17:58:00,1,HKG,269
CX 990,2023-12-20 17:55:00,Fuzhou,2023-12-20 17:54:00,1,HKG,297
CX 443,2023-12-20 17:55:00,HKG,2023-12-20 18:06:00,1,Taipei,320
MM 066,2023-12-20 18:00:00,Osaka/Kansai,2023-12-20 18:09:00,1,HKG,192
5J 112,2023-12-20 18:00:00,HKG,2023-12-20 18:11:00,1,Manila,235
C8 5513,2023-12-20 18:00:00,"Anchorage
Dallas FT.Worth
Luxembourg",2023-12-20 18:09:00,0,HKG,326
TR 980,2023-12-20 18:00:00,HKG,2023-12-20 18:12:00,1,Singapore,259
MU 2090,2023-12-20 18:00:00,Ningbo,2023-12-20 18:27:00,1,HKG,305
PO 098,2023-12-20 18:00:00,HKG,2023-12-21 01:39:00,0,Leipzig,329
EK 383,2023-12-20 18:00:00,Dubai,2023-12-20 18:09:00,1,HKG,361
ET 608,2023-12-20 18:05:00,HKG,2023-12-20 18:03:00,1,"Addis Ababa
Bangkok",264
D0 001,2023-12-20 18:05:00,"Nagoya
Cincinnati
East Midlands",2023-12-20 23:59:00,0,HKG,248
MU 2068,2023-12-20 18:10:00,Hefei,2023-12-20 18:04:00,1,HKG,359
CX 812,2023-12-20 18:10:00,Boston,2023-12-20 18:08:00,1,HKG,341
ZH 8033,2023-12-20 18:10:00,HKG,2023-12-20 18:01:00,1,Chengdu Tianfu,289
HX 665,2023-12-20 18:10:00,HKG,2023-12-20 18:13:00,1,Nagoya,203
CX 411,2023-12-20 18:10:00,HKG,2023-12-20 18:38:00,1,Seoul/ICN,264
UO 182,2023-12-20 18:15:00,Taichung,2023-12-20 18:16:00,1,HKG,282
AK 137,2023-12-20 18:15:00,Kuala Lumpur,2023-12-20 18:04:00,1,HKG,365
UO 643,2023-12-20 18:15:00,HKG,2023-12-20 18:30:00,1,Takamatsu,271
CX 951,2023-12-20 18:15:00,HKG,2023-12-20 18:22:00,1,Qingdao,287
CI 5827,2023-12-20 18:15:00,HKG,2023-12-20 22:49:00,0,Taipei,311
AC 007,2023-12-20 18:20:00,HKG,2023-12-20 19:19:00,1,Vancouver,276
CX 961,2023-12-20 18:20:00,HKG,2023-12-20 18:20:00,1,Hangzhou,365
CX 630,2023-12-20 18:25:00,HKG,2023-12-20 17:41:00,1,Singapore,311
MF 8651,2023-12-20 18:25:00,HKG,2023-12-20 18:25:00,1,Fuzhou,290
HU 706,2023-12-20 18:25:00,Haikou,2023-12-20 18:12:00,1,HKG,257
5J 236,2023-12-20 18:25:00,HKG,2023-12-20 18:44:00,1,Cebu,275
CX 402,2023-12-20 18:30:00,Taipei,2023-12-20 18:34:00,1,HKG,350
HB 704,2023-12-20 18:30:00,Taipei,2023-12-20 18:48:00,1,HKG,353
BR 871,2023-12-20 18:30:00,HKG,2023-12-20 18:45:00,1,Taipei,318
CX 2040,2023-12-20 18:30:00,HKG,2023-12-20 18:07:00,0,Singapore,340
AF 188,2023-12-20 18:30:00,HKG,2023-12-20 18:20:00,1,Paris,192
QF 7525,2023-12-20 18:35:00,HKG,2023-12-20 18:57:00,0,Sydney,253
QF 128,2023-12-20 18:35:00,Sydney,2023-12-20 18:55:00,1,HKG,297
HX 255,2023-12-20 18:35:00,HKG,2023-12-20 19:56:00,1,Taipei,334
MU 2569,2023-12-20 18:40:00,HKG,2023-12-20 18:25:00,1,Wuhan,279
CX 826,2023-12-20 18:40:00,Toronto,2023-12-20 19:16:00,1,HKG,350
SQ 896,2023-12-20 18:40:00,HKG,2023-12-20 18:28:00,1,Singapore,309
3U 3960,2023-12-20 18:40:00,Chengdu Tianfu,2023-12-20 18:28:00,1,HKG,314
UO 116,2023-12-20 18:45:00,Taipei,2023-12-20 19:47:00,1,HKG,362
CX 805,2023-12-20 18:45:00,HKG,2023-12-20 18:49:00,1,Toronto,276
FM 810,2023-12-20 18:45:00,Shanghai/SHA,2023-12-20 18:51:00,1,HKG,276
CX 254,2023-12-20 18:45:00,HKG,2023-12-20 18:31:00,1,London/LHR,238
QR 817,2023-12-20 18:50:00,Doha,2023-12-20 18:52:00,1,HKG,309
SQ 895,2023-12-20 18:50:00,Singapore,2023-12-20 19:10:00,1,HKG,306
5Y 8644,2023-12-20 18:50:00,"Anchorage
Chicago",2023-12-23 17:25:00,0,HKG,314
VJ 876,2023-12-20 18:50:00,HKG,2023-12-20 19:48:00,1,Ho Chi Minh,116
UO 134,2023-12-20 18:50:00,Kaohsiung,2023-12-20 18:46:00,1,HKG,379
TG 639,2023-12-20 18:55:00,Bangkok,2023-12-20 20:02:00,1,HKG,302
HX 107,2023-12-20 18:55:00,Haikou,2023-12-20 18:55:00,1,HKG,337
CI 919,2023-12-20 18:55:00,HKG,2023-12-20 19:36:00,1,Taipei,331
CX 674,2023-12-20 18:55:00,HKG,2023-12-20 18:57:00,1,Bangkok,302
CX 527,2023-12-20 18:55:00,HKG,2023-12-20 18:47:00,1,Tokyo/NRT,303
CA 115,2023-12-20 19:00:00,HKG,2023-12-20 19:20:00,1,Beijing/PEK,293
UO 851,2023-12-20 19:00:00,HKG,2023-12-20 19:45:00,1,Osaka/Kansai,279
TR 981,2023-12-20 19:00:00,Singapore,2023-12-20 19:23:00,1,HKG,279
CX 344,2023-12-20 19:00:00,Beijing/PEK,2023-12-20 19:30:00,1,HKG,262
UO 681,2023-12-20 19:00:00,HKG,2023-12-20 20:02:00,1,Nagoya,285
UO 631,2023-12-20 19:00:00,HKG,2023-12-20 19:07:00,1,Seoul/ICN,384
CX 421,2023-12-20 19:05:00,HKG,2023-12-20 18:51:00,1,Taipei,305
CX 135,2023-12-20 19:05:00,Melbourne,2023-12-20 19:08:00,1,HKG,342
CX 797,2023-12-20 19:05:00,Jakarta,2023-12-20 19:04:00,1,HKG,329
CX 831,2023-12-20 19:05:00,HKG,2023-12-20 18:44:00,1,New York/JFK,316
UA 801,2023-12-20 19:05:00,HKG,2023-12-20 19:14:00,1,Los Angeles,282
CX 539,2023-12-20 19:10:00,HKG,2023-12-20 19:26:00,1,Nagoya,312
AY 099,2023-12-20 19:10:00,HKG,2023-12-20 19:27:00,1,Helsinki,403
ZH 8034,2023-12-20 19:10:00,Chengdu Tianfu,2023-12-20 19:18:00,1,HKG,427
HX 776,2023-12-20 19:10:00,HKG,2023-12-20 19:23:00,1,Bangkok,310
CX 837,2023-12-20 19:10:00,HKG,2023-12-20 19:42:00,1,Vancouver,294
5J 113,2023-12-20 19:15:00,Manila,2023-12-20 19:23:00,1,HKG,333
FD 504,2023-12-20 19:15:00,HKG,2023-12-20 19:21:00,1,Bangkok/DMK,256
CX 916,2023-12-20 19:15:00,Chengdu Tianfu,2023-12-20 19:10:00,1,HKG,317
UA 869,2023-12-20 19:20:00,HKG,2023-12-20 19:46:00,1,San Francisco,305
CX 111,2023-12-20 19:20:00,Sydney,2023-12-20 19:50:00,1,HKG,293
SV 962,2023-12-20 19:20:00,HKG,2023-12-20 19:45:00,0,Riyadh,359
CX 362,2023-12-20 19:20:00,Shanghai/PVG,2023-12-20 19:19:00,1,HKG,282
MU 505,2023-12-20 19:20:00,HKG,2023-12-20 19:17:00,1,Shanghai/PVG,385
PR 307,2023-12-20 19:20:00,Manila,2023-12-20 19:33:00,1,HKG,376
5J 237,2023-12-20 19:25:00,Cebu,2023-12-20 19:39:00,1,HKG,203
MF 8652,2023-12-20 19:25:00,Fuzhou,2023-12-20 19:27:00,1,HKG,286
HX 169,2023-12-20 19:25:00,Sanya,2023-12-20 19:53:00,1,HKG,312
CX 589,2023-12-20 19:30:00,HKG,2023-12-20 20:05:00,1,Fukuoka,276
RH 372,2023-12-20 19:30:00,HKG,2023-12-20 21:53:00,0,Singapore,298
ZH 9095,2023-12-20 19:30:00,HKG,2023-12-20 19:33:00,1,Wuxi,377
CX 722,2023-12-20 19:30:00,HKG,2023-12-20 19:54:00,1,Kuala Lumpur,388
CI 935,2023-12-20 19:35:00,HKG,2023-12-20 19:45:00,1,Kaohsiung,253
CX 3290,2023-12-20 19:35:00,"Toronto
Anchorage
Chicago",2023-12-20 19:38:00,0,HKG,285
UO 115,2023-12-20 19:35:00,HKG,2023-12-20 20:15:00,1,Taipei,216
PX 008,2023-12-20 19:35:00,HKG,2023-12-20 20:49:00,1,Port Moresby,260
SQ 7988,2023-12-20 19:35:00,"Anchorage
Los Angeles",2023-12-20 19:25:00,0,HKG,256
HO 1291,2023-12-20 19:35:00,HKG,2023-12-20 19:53:00,1,Shanghai/PVG,254
HX 241,2023-12-20 19:40:00,HKG,2023-12-20 19:58:00,1,Shanghai/PVG,247
BR 872,2023-12-20 19:40:00,Taipei,2023-12-20 19:54:00,1,HKG,172
HX 259,2023-12-20 19:45:00,HKG,2023-12-20 20:13:00,1,Shanghai/SHA,333
AK 239,2023-12-20 19:45:00,HKG,2023-12-20 19:34:00,1,Kota Kinabalu,355
TG 606,2023-12-20 19:45:00,HKG,2023-12-20 19:35:00,1,Bangkok,417
VJ 877,2023-12-20 19:50:00,Ho Chi Minh,2023-12-20 20:54:00,1,HKG,306
UO 226,2023-12-20 19:50:00,Ningbo,2023-12-20 20:09:00,1,HKG,294
UO 628,2023-12-20 19:50:00,Tokyo/HND,2023-12-20 20:57:00,1,HKG,324
HX 609,2023-12-20 19:50:00,HKG,2023-12-20 20:46:00,1,Tokyo/NRT,233
SQ 897,2023-12-20 19:55:00,Singapore,2023-12-20 19:49:00,1,HKG,325
CI 920,2023-12-20 19:55:00,Taipei,2023-12-20 20:42:00,1,HKG,349
FD 524,2023-12-20 19:55:00,HKG,2023-12-20 20:17:00,1,Phuket,301
CX 2049,2023-12-20 19:55:00,Hanoi,2023-12-20 20:17:00,0,HKG,296
RW 909,2023-12-20 20:00:00,HKG,2023-12-20 19:51:00,1,Cebu,296
UO 849,2023-12-20 20:00:00,HKG,2023-12-20 20:56:00,1,Tokyo/NRT,352
7L 648,2023-12-20 20:00:00,Baku,2023-12-20 23:06:00,0,HKG,332
MU 2570,2023-12-20 20:00:00,Wuhan,2023-12-20 19:51:00,1,HKG,280
X6 252,2023-12-20 20:00:00,Dubai/DWC,2023-12-20 20:06:00,0,HKG,307
QR 8466,2023-12-20 20:00:00,HKG,2023-12-20 19:59:00,0,Doha,338
CX 988,2023-12-20 20:05:00,Guangzhou,2023-12-20 20:14:00,1,HKG,291
QF 7526,2023-12-20 20:05:00,Sydney,2023-12-20 20:23:00,0,HKG,267
UO 701,2023-12-20 20:05:00,HKG,2023-12-20 20:16:00,1,Bangkok,280
BR 857,2023-12-20 20:05:00,HKG,2023-12-20 20:08:00,1,Taipei,322
CI 923,2023-12-20 20:10:00,HKG,2023-12-20 20:13:00,1,Taipei,229
FD 505,2023-12-20 20:10:00,Bangkok/DMK,2023-12-20 20:08:00,1,HKG,293
CX 663,2023-12-20 20:10:00,Mumbai,2023-12-20 20:25:00,1,HKG,260
HB 321,2023-12-20 20:10:00,HKG,2023-12-20 20:17:00,1,Tokyo/NRT,306
UO 764,2023-12-20 20:10:00,Phuket,2023-12-20 20:18:00,1,HKG,385
CX 549,2023-12-20 20:15:00,HKG,2023-12-20 20:27:00,1,Tokyo/HND,325
CI 5828,2023-12-20 20:15:00,Taipei,2023-12-21 01:07:00,0,HKG,222
RH 317,2023-12-20 20:15:00,Hanoi,2023-12-21 21:50:00,0,HKG,345
CA 116,2023-12-20 20:15:00,Beijing/PEK,2023-12-20 20:33:00,1,HKG,316
CV 5163,2023-12-20 20:15:00,"Anchorage
Los Angeles
Glasgow
Luxembourg",2023-12-21 03:47:00,0,HKG,290
MU 506,2023-12-20 20:20:00,Shanghai/PVG,2023-12-20 20:23:00,1,HKG,237
5X 063,2023-12-20 20:20:00,"Anchorage
Louisville",2023-12-20 20:20:00,0,HKG,346
CX 913,2023-12-20 20:20:00,Manila,2023-12-20 20:48:00,1,HKG,254
AC 008,2023-12-20 20:20:00,Vancouver,2023-12-20 20:40:00,1,HKG,242
CX 2017,2023-12-20 20:25:00,Chennai,2023-12-20 20:43:00,0,HKG,296
CX 715,2023-12-20 20:25:00,Singapore,2023-12-20 20:28:00,1,HKG,261
CX 776,2023-12-20 20:25:00,HKG,2023-12-20 20:21:00,1,Jakarta,305
CX 561,2023-12-20 20:25:00,HKG,2023-12-20 20:39:00,1,Osaka/Kansai,333
CX 757,2023-12-20 20:25:00,Bangkok,2023-12-20 20:43:00,1,HKG,363
CX 918,2023-12-20 20:30:00,HKG,2023-12-20 20:29:00,1,Manila,318
CX 679,2023-12-20 20:30:00,Delhi,2023-12-20 21:07:00,1,HKG,294
AK 130,2023-12-20 20:30:00,HKG,2023-12-20 20:12:00,1,Kuala Lumpur,305
HX 220,2023-12-20 20:30:00,Nanjing,2023-12-20 20:31:00,1,HKG,284
CX 369,2023-12-20 20:30:00,HKG,2023-12-20 20:40:00,1,Shanghai/PVG,273
5J 120,2023-12-20 20:30:00,HKG,2023-12-20 20:48:00,1,Clark,256
CI 936,2023-12-20 20:35:00,Kaohsiung,2023-12-20 20:42:00,1,HKG,399
HO 1292,2023-12-20 20:35:00,Shanghai/PVG,2023-12-20 20:35:00,1,HKG,333
LH 8472,2023-12-20 20:35:00,HKG,2023-12-20 20:38:00,0,"Frankfurt
Chennai",347
CX 331,2023-12-20 20:35:00,HKG,2023-12-20 20:33:00,1,Beijing/PEK,264
CX 807,2023-12-20 20:35:00,HKG,2023-12-20 20:14:00,1,Chicago,275
HX 691,2023-12-20 20:35:00,HKG,2023-12-20 21:21:00,1,Sapporo,287
HX 619,2023-12-20 20:35:00,HKG,2023-12-20 21:07:00,1,Osaka/Kansai,266
AK 238,2023-12-20 20:40:00,Kota Kinabalu,2023-12-20 20:25:00,1,HKG,325
CX 473,2023-12-20 20:40:00,HKG,2023-12-20 20:57:00,1,Taipei,343
ZH 9096,2023-12-20 20:40:00,Wuxi,2023-12-20 20:45:00,1,HKG,372
5X 059,2023-12-20 20:45:00,"Anchorage
Ontario",2023-12-20 20:46:00,0,HKG,352
HX 239,2023-12-20 20:45:00,HKG,2023-12-20 21:01:00,1,Shanghai/SHA,246
5J 114,2023-12-20 20:45:00,HKG,2023-12-20 21:48:00,1,Manila,387
CX 734,2023-12-20 20:45:00,HKG,2023-12-20 20:35:00,1,Singapore,295
TG 607,2023-12-20 20:45:00,Bangkok,2023-12-20 20:56:00,1,HKG,313
PX 019,2023-12-20 20:45:00,Port Moresby,2023-12-20 21:57:00,1,HKG,379
CA 117,2023-12-20 20:50:00,HKG,2023-12-20 21:13:00,1,Beijing/PEK,292
TH 6826,2023-12-20 20:50:00,HKG,2023-12-20 20:47:00,0,Kuala Lumpur,345
HX 496,2023-12-20 20:50:00,Chongqing,2023-12-20 21:48:00,1,HKG,288
FD 525,2023-12-20 20:50:00,Phuket,2023-12-20 21:11:00,1,HKG,261
CX 037,2023-12-20 20:50:00,"Delhi
Paris",2023-12-20 20:55:00,0,HKG,406
UO 567,2023-12-20 20:50:00,HKG,2023-12-20 20:49:00,1,Nha Trang,264
CX 581,2023-12-20 20:55:00,HKG,2023-12-20 21:58:00,1,Sapporo,393
HX 284,2023-12-20 20:55:00,Taipei,2023-12-20 21:15:00,1,HKG,293
PO 916,2023-12-20 21:00:00,Los Angeles,2023-12-21 04:37:00,0,HKG,311
EK 385,2023-12-20 21:00:00,"Bangkok
Dubai",2023-12-20 21:15:00,1,HKG,346
MU 723,2023-12-20 21:00:00,HKG,2023-12-20 21:12:00,1,Shanghai/PVG,262
SV 963,2023-12-20 21:00:00,Riyadh,2023-12-20 21:18:00,0,HKG,293
UO 899,2023-12-20 21:00:00,HKG,2023-12-20 21:35:00,1,Osaka/Kansai,352
RW 661,2023-12-20 21:00:00,Clark,2023-12-20 20:59:00,1,HKG,342
UO 559,2023-12-20 21:00:00,HKG,2023-12-20 21:06:00,1,Da Nang,322
CX 123,2023-12-20 21:05:00,Christchurch,2023-12-20 21:05:00,1,HKG,257
UO 639,2023-12-20 21:05:00,HKG,2023-12-20 21:48:00,1,Fukuoka,290
UA 802,2023-12-20 21:05:00,Los Angeles,2023-12-20 20:59:00,1,HKG,357
HX 234,2023-12-20 21:10:00,Shanghai/PVG,2023-12-20 21:07:00,1,HKG,336
BR 858,2023-12-20 21:10:00,Taipei,2023-12-20 21:31:00,1,HKG,177
CX 521,2023-12-20 21:10:00,HKG,2023-12-20 21:44:00,1,Tokyo/NRT,346
CX 459,2023-12-20 21:10:00,HKG,2023-12-20 20:58:00,1,Kaohsiung,236
CX 784,2023-12-20 21:10:00,HKG,2023-12-20 21:35:00,1,Denpasar,320
CI 924,2023-12-20 21:10:00,Taipei,2023-12-20 21:13:00,1,HKG,284
CX 198,2023-12-20 21:15:00,HKG,2023-12-20 21:26:00,1,Auckland,322
5J 121,2023-12-20 21:15:00,Clark,2023-12-20 22:10:00,1,HKG,306
RH 9490,2023-12-20 21:15:00,HKG,2023-12-21 20:46:00,0,"Istanbul
Almaty",292
CX 161,2023-12-20 21:20:00,Sydney,2023-12-20 21:26:00,1,HKG,231
UO 871,2023-12-20 21:20:00,HKG,2023-12-20 22:31:00,1,Tokyo/NRT,268
AK 131,2023-12-20 21:20:00,Kuala Lumpur,2023-12-20 21:21:00,1,HKG,325
CX 100,2023-12-20 21:25:00,HKG,2023-12-20 22:19:00,1,Sydney,245
CX 708,2023-12-20 21:25:00,HKG,2023-12-20 21:18:00,1,Bangkok,220
HX 128,2023-12-20 21:25:00,Hangzhou,2023-12-20 21:26:00,1,HKG,369
PR 310,2023-12-20 21:25:00,HKG,2023-12-20 20:58:00,1,Manila,335
CX 565,2023-12-20 21:30:00,HKG,2023-12-20 22:47:00,1,"Osaka/Kansai
Taipei",310
FD 502,2023-12-20 21:30:00,HKG,2023-12-20 22:30:00,1,Bangkok/DMK,346
TH 6820,2023-12-20 21:30:00,HKG,2023-12-20 21:48:00,0,Kuala Lumpur,308
QR 816,2023-12-20 21:30:00,HKG,2023-12-20 21:38:00,1,Doha,274
CX 507,2023-12-20 21:35:00,HKG,2023-12-20 22:08:00,1,Osaka/Kansai,281
CX 113,2023-12-20 21:35:00,Auckland,2023-12-20 21:47:00,1,HKG,276
ET 3798,2023-12-20 21:35:00,HKG,2023-12-21 01:12:00,0,Liege,235
CX 104,2023-12-20 21:45:00,HKG,2023-12-20 21:35:00,1,Melbourne,282
